image_path,source,species,view,stage,day,resolution,original_width,original_height,processed_width,processed_height,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,notes
plant_dataset/final_core_1056/young/wgsr_rice_0015.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0260-S1-20CY01T01_2020-06-20_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0016.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0003-S1-20CY01T01_2020-06-21_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0017.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0007-S1-20CY01T05_2020-06-21_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0018.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0012-S1-20CY01T04_2020-06-21_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0019.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0018-S1-20CY01T01_2020-06-21_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0020.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0026-S1-20CY01T03_2020-06-21_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0021.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0073-S1-20CY01T02_2020-06-21_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0022.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0001-S1-20CY01T04_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0023.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0006-S1-20CY01T03_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0024.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0011-S1-20CY01T02_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0025.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0015-S1-20CY01T04_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0026.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0023-S1-20CY01T02_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0027.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0030-S1-20CY01T03_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0028.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0034-S1-20CY01T05_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0029.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0041-S1-20CY01T04_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0030.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0048-S1-20CY01T02_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0031.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0053-S1-20CY01T02_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0032.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0073-S1-20CY01T20_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0033.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0093-S1-20CY01T04_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0034.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0132-S1-20CY01T02_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0035.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0162-S1-20CY01T05_2020-06-27_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0036.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0002-S1-20CY01T09_2020-06-28_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0037.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0063-S1-20CY01T02_2020-06-28_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0038.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0070-S1-20CY01T05_2020-06-28_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0039.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0073-S1-20CY01T14_2020-06-28_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0040.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0236-S1-20CY01T05_2020-06-28_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0041.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0245-S1-20CY01T04_2020-06-28_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0042.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0255-S1-20CY01T03_2020-06-28_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0043.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0002-S1-20CY01T17_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0044.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0006-S1-20CY01T05_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0045.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0012-S1-20CY01T04_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0046.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0018-S1-20CY01T03_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0047.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0026-S1-20CY01T05_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0048.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0031-S1-20CY01T05_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0049.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0036-S1-20CY01T03_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0050.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0044-S1-20CY01T01_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0051.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0050-S1-20CY01T02_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0052.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0054-S1-20CY01T05_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0053.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0062-S1-20CY01T03_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0054.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0070-S1-20CY01T02_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0055.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0219-S1-20CY01T02_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0056.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0236-S1-20CY01T04_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0057.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0245-S1-20CY01T03_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0058.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0255-S1-20CY01T01_2020-07-04_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0059.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0002-S1-20CY01T05_2020-07-05_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0060.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0073-S1-20CY01T09_2020-07-05_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0061.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0087-S1-20CY01T04_2020-07-05_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0062.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0113-S1-20CY01T02_2020-07-05_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0063.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0164-S1-20CY01T02_2020-07-05_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0064.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0005-S1-20CY01T05_2020-07-11_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0065.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0014-S1-20CY01T04_2020-07-11_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0066.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0021-S1-20CY01T05_2020-07-11_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0067.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0029-S1-20CY01T05_2020-07-11_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0068.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0041-S1-20CY01T04_2020-07-11_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0069.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0048-S1-20CY01T02_2020-07-11_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0070.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0054-S1-20CY01T02_2020-07-11_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0071.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0061-S1-20CY01T05_2020-07-11_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0072.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0069-S1-20CY01T03_2020-07-11_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0073.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0103-S1-20CY01T03_2020-07-11_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0074.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0134-S1-20CY01T03_2020-07-11_side0.png
plant_dataset/final_core_1056/young/wgsr_rice_0075.jpg,WGSR,rice,side/front-controlled,young,,640x640,2056,2452,640,640,,,,,R0175-S1-20CY01T05_2020-07-11_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0001.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0233-S1-20CY01T04_2020-07-11_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0002.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0244-S1-20CY01T03_2020-07-11_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0003.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0249-S1-20CY01T02_2020-07-11_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0004.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0260-S1-20CY01T05_2020-07-11_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0005.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0007-S1-20CY01T02_2020-07-12_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0006.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0031-S1-20CY01T04_2020-07-12_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0007.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0053-S1-20CY01T04_2020-07-12_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0008.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0076-S1-20CY01T03_2020-07-12_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0009.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0036-S1-20CY01T04_2020-07-15_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0010.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0007-S1-20CY01T02_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0011.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0012-S1-20CY01T05_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0012.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0018-S1-20CY01T05_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0013.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0029-S1-20CY01T02_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0014.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0035-S1-20CY01T03_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0015.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0042-S1-20CY01T02_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0016.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0048-S1-20CY01T05_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0017.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0073-S1-20CY01T16_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0018.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0093-S1-20CY01T02_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0019.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0132-S1-20CY01T03_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0020.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0164-S1-20CY01T04_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0021.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0242-S1-20CY01T01_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0022.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0247-S1-20CY01T05_2020-07-18_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0023.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0002-S1-20CY01T04_2020-07-19_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0024.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0049-S1-20CY01T01_2020-07-19_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0025.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0058-S1-20CY01T03_2020-07-19_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0026.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0066-S1-20CY01T02_2020-07-19_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0027.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0073-S1-20CY01T05_2020-07-19_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0028.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0233-S1-20CY01T03_2020-07-19_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0029.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0001-S1-20CY01T05_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0030.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0003-S1-20CY01T05_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0031.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0009-S1-20CY01T02_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0032.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0015-S1-20CY01T02_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0033.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0023-S1-20CY01T01_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0034.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0030-S1-20CY01T01_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0035.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0037-S1-20CY01T01_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0036.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0050-S1-20CY01T05_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0037.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0058-S1-20CY01T04_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0038.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0065-S1-20CY01T04_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0039.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0133-S1-20CY01T05_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0040.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0219-S1-20CY01T04_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0041.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0239-S1-20CY01T03_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0042.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0246-S1-20CY01T02_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0043.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0256-S1-20CY01T01_2020-07-25_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0044.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0031-S1-20CY01T01_2020-07-26_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0045.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0045-S1-20CY01T04_2020-07-26_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0046.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0073-S1-20CY01T03_2020-07-26_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0047.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0085-S1-20CY01T05_2020-07-26_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0048.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0107-S1-20CY01T04_2020-07-26_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0049.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0032-S1-20CY01T02_2020-08-05_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0050.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0005-S1-20CY01T05_2020-08-15_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0051.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0014-S1-20CY01T01_2020-08-15_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0052.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0021-S1-20CY01T05_2020-08-15_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0053.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0035-S1-20CY01T03_2020-08-15_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0054.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0042-S1-20CY01T04_2020-08-15_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0055.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0050-S1-20CY01T04_2020-08-15_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0056.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0061-S1-20CY01T03_2020-08-15_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0057.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0070-S1-20CY01T04_2020-08-15_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0058.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0093-S1-20CY01T05_2020-08-15_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0059.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0162-S1-20CY01T01_2020-08-15_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0060.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0244-S1-20CY01T04_2020-08-15_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0061.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0002-S1-20CY01T09_2020-08-16_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0062.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0013-S1-20CY01T03_2020-08-16_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0063.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0029-S1-20CY01T04_2020-08-16_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0064.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0052-S1-20CY01T02_2020-08-16_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0065.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0072-S1-20CY01T03_2020-08-16_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0066.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0085-S1-20CY01T03_2020-08-16_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0067.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0164-S1-20CY01T05_2020-08-16_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0068.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0236-S1-20CY01T04_2020-08-16_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0069.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0002-S1-20CY01T02_2020-08-22_side0.png
plant_dataset/final_core_1056/growing/wgsr_rice_0070.jpg,WGSR,rice,side/front-controlled,growing,,640x640,2056,2452,640,640,,,,,R0012-S1-20CY01T01_2020-08-22_side0.png
